Product ID,SKU,Product Name,Category,Scale,Price Incl GST (₹),Base Price Excl GST (₹),GST Rate (%),HSN Code,MRP (₹),Discount (%),Stock (Units),Availability,Drivetrain,Top Speed,Motor Type,Battery Pack,Remote / Control,Dimensions,Weight,Age Group,Video Link,Primary Image URL,Gallery Images Count,Short Description,Full Technical Description
33,1843900-B,1:18 Bugatti grand sport vitesse,Collectables,1:18,8999,7626,18,95030090,11249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,32 × 16 × 14 cm,1.3 kg,8+ Years,N/A,N/A,0,"Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
34,1863800-Blue,1:18 Lamborghini Huracan STO,Collectables,1:18,8999,7626,18,95030090,11249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,32 × 19 × 13 cm,1.3 kg,8+ Years,N/A,N/A,0,"Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
35,2456800-O,1:24 Mclaren F1 MCL36,Collectables,1:24,3999,3389,18,95030090,4999,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,25 × 15 × 11 cm,1 kg,8+ Years,N/A,N/A,0,"Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
36,1861300-O,1:18 Lamborghini Aventador LP700,Collectables,1:18,8999,7626,18,95030090,11249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,32 × 19 × 13 cm,1.3 kg,8+ Years,N/A,N/A,0,"Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
37,18JJ250BUGDI-G,1:18 Bugatti Divo,Collectables,1:18,5999,5084,18,95030090,7499,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,23 × 11 × 10 cm,0.9 kg,8+ Years,N/A,N/A,0,"Premium 1/18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1/18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
38,24JJ251BM-Y,1:24 Bugatti Mistral,Collectables,1:24,5999,5084,18,95030090,7499,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,23 × 11 × 10 cm,0.9 kg,8+ Years,N/A,N/A,0,"Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
39,24JJ252Mc-W,1:24 McLaren P1 GTR,Collectables,1:24,5999,5084,18,95030090,7499,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,23 × 11 × 10 cm,0.9 kg,8+ Years,N/A,N/A,0,"Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:24 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
40,32JJ247AMV-LG,1:32 Aston Martin Valkyrie,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
41,32JJ248BU-G,1:32 Bugatti Divo,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
42,POS-H09,1:64 Hypercar League Collection-09 Bugatti Chiron Supersport,Collectables,1:64,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,11 × 6 × 5 cm,0.15 kg,8+ Years,N/A,N/A,0,"Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
43,POS-H10,1:64 Hypercar League Collection-10 Bugatti Chiron Supersport,Collectables,1:64,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,11 × 6 × 5 cm,0.15 kg,8+ Years,N/A,N/A,0,"Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
44,POS-H08,1:64 Hypercar League Collection-08 Lamborghini Sián FKP 37,Collectables,1:64,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,11 × 6 × 5 cm,0.15 kg,8+ Years,N/A,N/A,0,"Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
45,POS-H07,1:64 Hypercar League Collection-07 Lamborghini Sián FKP 37,Collectables,1:64,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,11 × 6 × 5 cm,0.15 kg,8+ Years,N/A,N/A,0,"Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
46,POS-H06,1:64 Hypercar League Collection-06 Koenigsegg Jesko Absolut,Collectables,1:64,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,11 × 6 × 5 cm,0.15 kg,8+ Years,N/A,N/A,0,"Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
47,POS-H05,1:64 Hypercar League Collection-05 Koenigsegg Jesko Absolut,Collectables,1:64,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,11 × 6 × 5 cm,0.15 kg,8+ Years,N/A,N/A,0,"Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
48,POS-H24,1:64 Hypercar League Collection-24 Bugatti Mistral,Collectables,1:64,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,11 × 6 × 5 cm,0.15 kg,8+ Years,N/A,N/A,0,"Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
49,POS-H23,1:64 Hypercar League Collection-23 Bugatti Mistral,Collectables,1:64,2999,2542,18,95030090,3749,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,11 × 6 × 5 cm,0.15 kg,8+ Years,N/A,N/A,0,"Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:64 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
